Site Name,Plugin Name,Installed Version,Threat Title,CVE,CVSS Score,Reference
test_357,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_210,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_212,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_405,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_296,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_238,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_445,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_98,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_441,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_219,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_230,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_289,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_208,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_36,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_211,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_261,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_160,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_177,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_133,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_196,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_144,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_100,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_324,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_439,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_310,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_30,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_97,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_7,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_183,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_123,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_173,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_172,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_170,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_156,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_151,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_72,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_268,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_57,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_66,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_321,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_300,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_99,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_80,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_193,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_436,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_19,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_45,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_70,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_320,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_168,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_143,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_397,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_52,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_276,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_245,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_344,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_165,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_121,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_428,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_284,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_141,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_67,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_291,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_165,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_272,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_180,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_125,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_128,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_137,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_270,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_47,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_209,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_13,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_226,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_88,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_113,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_209,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_120,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_10,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_303,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_247,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_159,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_263,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_77,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_266,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_29,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_235,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_67,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_142,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_43,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_81,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_444,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_1,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_207,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_94,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_135,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_28,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_45,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_26,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_5,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_199,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_313,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_192,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
wordpress_174,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
test_283,akismet,5.3.2,WishList Member X <= 3.25.1 - Authenticated (Subscriber+) Arbitrary File Deletion,CVE-2024-37108,8.1,['https://www.wordfence.com/threat-intel/vulnerabilities/id/217cc880-8400-4a97-a024-7b55e6ab69dd?source=api-prod']
